epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,3335.61,1.50508,0.83359,1.14843,0.87496,0.74499,0.81757,0.39807,1.75466,0.89675,1.32691,0.003466,0.003466,0.003466
134,3362.48,1.50795,0.84913,1.16052,0.86532,0.74499,0.81992,0.3937,1.78366,0.8882,1.33864,0.0034165,0.0034165,0.0034165
135,3391.05,1.5057,0.84143,1.16301,0.88997,0.73352,0.82811,0.40555,1.75795,0.87821,1.32698,0.003367,0.003367,0.003367
136,3418.23,1.50472,0.84485,1.1591,0.88756,0.73926,0.82632,0.40697,1.76858,0.8547,1.32973,0.0033175,0.0033175,0.0033175
137,3447.21,1.49665,0.84419,1.16049,0.90165,0.74868,0.83503,0.41148,1.74766,0.85386,1.31815,0.003268,0.003268,0.003268
138,3474.57,1.47833,0.83344,1.15717,0.89295,0.74091,0.83131,0.40731,1.76484,0.88056,1.32169,0.0032185,0.0032185,0.0032185
139,3502.72,1.48407,0.83446,1.15429,0.8572,0.74785,0.8237,0.40719,1.74182,0.86812,1.31054,0.003169,0.003169,0.003169
140,3530.32,1.48371,0.83914,1.1544,0.88063,0.75501,0.82818,0.4056,1.75782,0.8855,1.32137,0.0031195,0.0031195,0.0031195
141,3557.61,1.49434,0.8262,1.15782,0.86795,0.76273,0.828,0.41078,1.75271,0.86864,1.3097,0.00307,0.00307,0.00307
142,3584.63,1.47037,0.81923,1.14422,0.86778,0.77077,0.83283,0.41305,1.75532,0.86519,1.31157,0.0030205,0.0030205,0.0030205
143,3612.14,1.49173,0.82642,1.13553,0.89598,0.74499,0.83187,0.40285,1.76823,0.87987,1.32197,0.002971,0.002971,0.002971
144,3639.73,1.44617,0.80829,1.13839,0.89729,0.75215,0.83314,0.41108,1.75221,0.85653,1.3223,0.0029215,0.0029215,0.0029215
145,3667.1,1.47277,0.82516,1.14748,0.89986,0.75645,0.83761,0.40674,1.75929,0.84518,1.31809,0.002872,0.002872,0.002872
146,3695.13,1.45547,0.8105,1.13944,0.89478,0.74317,0.82985,0.40637,1.7436,0.85013,1.31108,0.0028225,0.0028225,0.0028225
147,3721.58,1.46717,0.80742,1.14402,0.89182,0.75788,0.83407,0.40915,1.77402,0.86672,1.32394,0.002773,0.002773,0.002773
148,3748.9,1.43981,0.79141,1.12358,0.87132,0.77507,0.83566,0.40299,1.76798,0.87342,1.31922,0.0027235,0.0027235,0.0027235
149,3775.92,1.46275,0.8114,1.13768,0.9048,0.73352,0.83099,0.4044,1.78138,0.87479,1.33081,0.002674,0.002674,0.002674
150,3802.16,1.44114,0.79112,1.13036,0.87478,0.77066,0.84045,0.41472,1.74699,0.85754,1.31514,0.0026245,0.0026245,0.0026245
151,3876.46,1.41604,0.74282,1.17245,0.88022,0.77364,0.828,0.40305,1.75739,0.85833,1.32972,0.002575,0.002575,0.002575
152,3902.86,1.41847,0.74322,1.17946,0.86837,0.76557,0.82578,0.41253,1.73752,0.87055,1.31902,0.0025255,0.0025255,0.0025255
153,3929.81,1.41308,0.72941,1.16028,0.8859,0.75215,0.8362,0.41067,1.75816,0.84844,1.31783,0.002476,0.002476,0.002476
154,3955.98,1.39796,0.71488,1.16385,0.8641,0.74696,0.82721,0.41089,1.74963,0.88569,1.32106,0.0024265,0.0024265,0.0024265
155,3983.49,1.40122,0.71676,1.1605,0.8841,0.75409,0.83105,0.408,1.76896,0.89292,1.32595,0.002377,0.002377,0.002377
156,4009.95,1.40724,0.72518,1.16976,0.90711,0.74147,0.83198,0.40909,1.74748,0.86955,1.31104,0.0023275,0.0023275,0.0023275
157,4037.67,1.38354,0.70871,1.15301,0.88284,0.76648,0.8367,0.41559,1.74258,0.86846,1.30539,0.002278,0.002278,0.002278
158,4064.25,1.38186,0.70323,1.15397,0.86871,0.78367,0.83957,0.40962,1.75909,0.86114,1.32144,0.0022285,0.0022285,0.0022285
159,4092.68,1.39351,0.70107,1.1599,0.89244,0.77364,0.84885,0.41097,1.75075,0.85954,1.31763,0.002179,0.002179,0.002179
160,4119.66,1.36351,0.69093,1.13988,0.91497,0.75788,0.84847,0.41082,1.75372,0.86827,1.32947,0.0021295,0.0021295,0.0021295
161,4147.06,1.39488,0.70141,1.15786,0.87979,0.76934,0.84636,0.41038,1.76344,0.86147,1.33066,0.00208,0.00208,0.00208
162,4174.05,1.36583,0.69167,1.14912,0.8977,0.75433,0.84121,0.41439,1.75867,0.87048,1.33012,0.0020305,0.0020305,0.0020305
163,4200.15,1.36265,0.68767,1.14685,0.9118,0.77019,0.85089,0.40529,1.75229,0.86869,1.32637,0.001981,0.001981,0.001981
164,4228.45,1.37922,0.68726,1.14516,0.9035,0.77794,0.84987,0.41066,1.74839,0.86328,1.32332,0.0019315,0.0019315,0.0019315
165,4254.98,1.3455,0.6823,1.13818,0.903,0.75645,0.84334,0.41483,1.73901,0.85803,1.31552,0.001882,0.001882,0.001882
166,4283.54,1.35828,0.68393,1.13618,0.92501,0.76218,0.84501,0.41342,1.75214,0.84278,1.3217,0.0018325,0.0018325,0.0018325
167,4309.74,1.3506,0.68462,1.14714,0.88549,0.7755,0.84757,0.41673,1.74829,0.83375,1.33139,0.001783,0.001783,0.001783
168,4336.73,1.34659,0.67504,1.13807,0.91293,0.76218,0.84642,0.41542,1.75302,0.83848,1.33478,0.0017335,0.0017335,0.0017335
169,4363.13,1.34478,0.67267,1.13436,0.86506,0.79226,0.85103,0.41726,1.74878,0.84415,1.3265,0.001684,0.001684,0.001684
170,4390.39,1.35067,0.67931,1.13053,0.87101,0.7808,0.85181,0.41697,1.74903,0.83375,1.32888,0.0016345,0.0016345,0.0016345
171,4417.14,1.32735,0.6738,1.13729,0.92488,0.73209,0.84476,0.41627,1.74,0.85324,1.33197,0.001585,0.001585,0.001585
172,4444.72,1.31934,0.66902,1.13279,0.88174,0.77977,0.85083,0.41682,1.7499,0.84777,1.32962,0.0015355,0.0015355,0.0015355
173,4471.18,1.32089,0.67212,1.12455,0.87214,0.78223,0.84458,0.41726,1.73841,0.83807,1.33102,0.001486,0.001486,0.001486
174,4498.75,1.33824,0.66896,1.13268,0.89263,0.77417,0.84376,0.41697,1.74738,0.84511,1.33699,0.0014365,0.0014365,0.0014365
175,4525.23,1.30327,0.65749,1.11771,0.88178,0.78009,0.84897,0.42171,1.73648,0.82662,1.33211,0.001387,0.001387,0.001387
176,4551.54,1.31985,0.65264,1.13104,0.8884,0.77077,0.85001,0.41974,1.73825,0.83551,1.32355,0.0013375,0.0013375,0.0013375
177,4578.11,1.3245,0.65279,1.13196,0.88147,0.77937,0.85068,0.4167,1.74571,0.83325,1.33079,0.001288,0.001288,0.001288
178,4604.73,1.31715,0.65437,1.11217,0.89101,0.7964,0.85151,0.41828,1.74036,0.83926,1.33004,0.0012385,0.0012385,0.0012385
179,4631.66,1.3087,0.65238,1.11904,0.89864,0.77364,0.84918,0.42108,1.74758,0.84023,1.33457,0.001189,0.001189,0.001189
180,4658.26,1.29867,0.64634,1.12192,0.91185,0.78541,0.85472,0.4249,1.73915,0.82359,1.32557,0.0011395,0.0011395,0.0011395
181,4684.96,1.28918,0.64031,1.11636,0.90427,0.79846,0.86173,0.42327,1.75517,0.81966,1.33244,0.00109,0.00109,0.00109
182,4711.39,1.30928,0.64756,1.12274,0.87977,0.7937,0.85981,0.42332,1.74939,0.8239,1.33261,0.0010405,0.0010405,0.0010405
183,4737.46,1.28561,0.64197,1.10822,0.89632,0.7808,0.85498,0.42087,1.74783,0.82739,1.33508,0.000991,0.000991,0.000991
184,4764.8,1.2864,0.63803,1.10845,0.87974,0.78604,0.85343,0.41729,1.74473,0.82934,1.33651,0.0009415,0.0009415,0.0009415
185,4791.19,1.27961,0.63293,1.10525,0.91628,0.76648,0.85252,0.4203,1.74427,0.82761,1.33346,0.000892,0.000892,0.000892
