epoch,total_loss,quant_loss,cls_loss,center_loss,val_acc
23,0.45048047334719926,0.11919951534424073,0.03918331627471325,29.20976448059082,0.9519230769230769
24,0.4484406625613188,0.11872232934603325,0.035692752935947515,29.402558204455254,0.9532967032967034
25,0.4351230309559749,0.11529355801832981,0.03401067265524314,28.581880520551632,0.9505494505494505
26,0.4334940451842088,0.1175167019932698,0.03457929404118122,28.139805622589893,0.9532967032967034
27,0.4156253651166574,0.11082131683062284,0.025276336675653092,27.952771602532803,0.9519230769230769
28,0.41091289963477695,0.10842364204999728,0.023745588910503265,27.874367689475037,0.9519230769230769
29,0.4468591381341983,0.1104485306602258,0.05808457837272913,27.83260369912172,0.9532967032967034
30,0.45271692749781484,0.1180920619995166,0.059633671616514526,27.49911983196552,0.9519230769230769
31,0.4270294973483452,0.11879727741082509,0.03363003118489033,27.460219603318436,0.9532967032967034
32,0.4361692025111272,0.11103418927926284,0.05226264359095158,27.287237900954025,0.9532967032967034
33,0.43028665123841703,0.11395411078746502,0.04479466545849274,27.153787759634163,0.9519230769230769
34,0.4650595684846242,0.11701348634102406,0.07418344045678775,27.38626480102539,0.9532967032967034
35,0.4301171830067268,0.1131308682453938,0.04870153113435476,26.828478837624573,0.9532967032967034
36,0.506462595401666,0.12331438083679248,0.11254531851945779,27.06028928512182,0.9491758241758241
37,0.46102949059926546,0.11482266031014614,0.07999055794416329,26.621627611991688,0.9505494505494505
38,0.43360831722235066,0.11645176490912071,0.05347688276416216,26.367967654497196,0.9505494505494505
39,0.44308344064614713,0.11693762051753509,0.06916370968788098,25.698211865547375,0.9491758241758241
40,0.40029206795570177,0.10653852308407807,0.03593922812396135,25.781432225153996,0.9532967032967034
41,0.38969904337173855,0.109014460673699,0.025890798021394473,25.47937926267966,0.9532967032967034
42,0.4083174337179233,0.10207282713590524,0.05180279356546891,25.444181686792618,0.9532967032967034
43,0.3991988079670148,0.11438629738031289,0.037865983035701975,24.69465333987505,0.9505494505494505
44,0.38420432041852903,0.10348698229361804,0.0318708581229051,24.884648592044147,0.9532967032967034
45,0.40188945715244,0.1021313665386958,0.04929144362895153,25.046665485088642,0.9519230769230769
46,0.3788876976722326,0.10498417283479984,0.027530122405061357,24.63734064346705,0.9532967032967034
47,0.35927848326854217,0.10204591296422176,0.01790416243080145,23.932841227604793,0.9532967032967034
48,0.39380147900336826,0.09667187566176438,0.05355200532059639,24.35776069836739,0.9532967032967034
49,0.39250566409184384,0.10067447695212486,0.04767737389566042,24.415381504939152,0.9546703296703297
50,0.35692190130551654,0.10091937104096779,0.020292900550441865,23.570963346041164,0.9519230769230769
51,0.410447012919646,0.09462586274513832,0.07303264491164531,24.27885128901555,0.9491758241758241
52,0.3834655422430772,0.10672516528612529,0.04307262644840357,23.366775659414436,0.9532967032967034
53,0.3730377570176736,0.09906178961197536,0.042264087889821104,23.17118850121131,0.9532967032967034
54,0.35723755069268054,0.10167997043866378,0.025295193307101727,23.026239444047977,0.9532967032967034
55,0.3709910565461868,0.10226274682925297,0.039544147630341545,22.918416585677708,0.9505494505494505
56,0.3513541038219745,0.10017361281773983,0.022087127591172855,22.90933692149627,0.9505494505494505
57,0.3811060495865651,0.09962363407397881,0.05418493613027609,22.729748505812424,0.9519230769230769
58,0.42209460108708113,0.10858140732997502,0.08554483558505009,22.796836755214592,0.9464285714285714
59,0.3669313093026479,0.09987656027078629,0.04641437282164892,22.0640382033128,0.9505494505494505
60,0.34117937852174807,0.09879416074508275,0.022985495722446687,21.939972461798252,0.9505494505494505
61,0.32149588144742525,0.09456433661473103,0.01441432936833455,21.25172214018993,0.9532967032967034
62,0.40387183351394457,0.0941881808714989,0.08526772532898647,22.441593267978767,0.9491758241758241
63,0.4284458168042012,0.10501882147330505,0.1054054484822047,21.802155323517628,0.945054945054945
64,0.3405655393233666,0.10291166336108477,0.028934255099067323,20.871962571755432,0.9519230769230769
65,0.3257999886304904,0.0919103272832357,0.023989547521640092,20.99001214443109,0.9491758241758241
66,0.31552757972326034,0.0926608301890202,0.01629884746403266,20.656790904509716,0.9519230769230769
67,0.32923787373762864,0.09272736654831813,0.026891365121954527,20.961914942814754,0.9519230769230769
68,0.3730894120839926,0.10933174995275644,0.05390566429839684,20.985200197268757,0.9532967032967034
69,0.31683905766560483,0.09484398384124805,0.02164930107597357,20.034577394143128,0.9519230769230769
70,0.4019688971531697,0.10066501929973945,0.09923898240025991,20.20649019877116,0.9436813186813187
71,0.4677985226496672,0.12035014957953723,0.1511598834529137,19.628849958762146,0.9436813186813187
72,0.3245892540002481,0.10424524278212817,0.03425802151935223,18.608599247076572,0.9491758241758241
73,0.32114812426078015,0.09457655422962628,0.03646536906942343,19.010620459532127,0.9505494505494505
74,0.41695562387124085,0.11823222614251651,0.10358557248344788,19.513782892471706,0.9478021978021978
75,0.33327691830121553,0.10367227613161771,0.043734975039767914,18.586967321542595,0.9519230769230769
76,0.31482573579519224,0.09791895154959117,0.027869300463069707,18.903748732346756,0.9519230769230769
77,0.3338966033397577,0.10438984154890744,0.04535864250591168,18.414811794574444,0.9519230769230769
78,0.38174631274663484,0.09824526730256203,0.08786329407340442,19.56377489138872,0.9519230769230769
79,0.3506637651186723,0.09678307786965981,0.06736233739707714,18.65183546604254,0.9519230769230769
80,0.3326592162633554,0.09391464885228719,0.05491570407190384,18.382886495345677,0.9505494505494505
81,0.29516704036639285,0.09203908095757167,0.023094096818031408,18.00338657085712,0.9491758241758241
82,0.30225983491310704,0.09391932877210471,0.02441982576289238,18.392068422757664,0.9532967032967034
83,0.29662558359977526,0.09093754146343623,0.028655857062683657,17.703218802427635,0.9491758241758241
84,0.37859344711670506,0.10842914401720731,0.09171920532408433,17.844510298508865,0.9491758241758241
85,0.3138808860228612,0.09047875419641152,0.04663877616612575,17.676335848294773,0.9505494505494505
86,0.34229984420996445,0.09361006835332283,0.06921292382937211,17.947685486231094,0.9505494505494505
87,0.28696333750700337,0.08328490054760224,0.0284420991411958,17.523634128081493,0.9519230769230769
88,0.28522102190898013,0.08413532624642055,0.027417963227400415,17.366773458627556,0.9505494505494505
89,0.30788666965105593,0.08107405537978196,0.04918084293603897,17.763177333733974,0.9491758241758241
90,0.32908837306193817,0.09709981141182092,0.056907738344027445,17.508082878895294,0.9519230769230769
91,0.29127534918296033,0.0857895912650304,0.03170103362450997,17.378472841702976,0.9519230769230769
92,0.3046432718252524,0.08437013282225682,0.04641299904921116,17.38601435147799,0.9519230769230769
93,0.3355360245093321,0.09694061695765226,0.06390924398333599,17.46861702356583,0.945054945054945
94,0.33946240903475344,0.08014265486063102,0.08598262718759286,17.333713140243137,0.9519230769230769
95,0.30125819528714204,0.0941665574717216,0.03779999763728716,16.92916466639592,0.9505494505494505
96,0.257303719719251,0.07769436733080791,0.014372558571780339,16.52367980663593,0.9505494505494505
97,0.29611303829229796,0.07459346319620426,0.05036644185057435,17.115313701140575,0.9505494505494505
98,0.2650669136872658,0.07745095141805135,0.020146465143905237,16.746950222895695,0.9505494505494505
99,0.35709499968932223,0.08114606562333229,0.10596215200777619,16.998678231850647,0.9505494505494505
100,0.2836904980433293,0.07536856457591057,0.042349876692661874,16.59720609126947,0.9519230769230769
