epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,3975.75,1.3345,0.66295,1.13864,0.89897,0.74642,0.82251,0.40561,1.75984,0.85085,1.33712,0.001585,0.001585,0.001585
172,3997.53,1.32554,0.66642,1.13496,0.90978,0.76218,0.83745,0.40983,1.75691,0.84245,1.33479,0.0015355,0.0015355,0.0015355
173,4019.36,1.32118,0.67529,1.12462,0.91598,0.76074,0.84296,0.41073,1.74606,0.82459,1.33989,0.001486,0.001486,0.001486
174,4041.97,1.31925,0.66107,1.12521,0.90185,0.74928,0.83693,0.40949,1.77297,0.85044,1.34972,0.0014365,0.0014365,0.0014365
175,4063.27,1.30386,0.65352,1.11816,0.90863,0.75511,0.83475,0.40957,1.76717,0.8307,1.35855,0.001387,0.001387,0.001387
176,4084.99,1.31176,0.65891,1.12326,0.8904,0.79943,0.85036,0.41428,1.76541,0.82732,1.35171,0.0013375,0.0013375,0.0013375
177,4106.38,1.3148,0.6679,1.13034,0.91626,0.75241,0.83849,0.40712,1.7757,0.84228,1.35456,0.001288,0.001288,0.001288
178,4128.04,1.30717,0.65565,1.11065,0.89495,0.77937,0.84943,0.41598,1.763,0.83269,1.34745,0.0012385,0.0012385,0.0012385
179,4150.62,1.31308,0.66264,1.1217,0.90641,0.77702,0.84923,0.4183,1.75738,0.82556,1.3435,0.001189,0.001189,0.001189
180,4172.91,1.29895,0.65114,1.1216,0.8872,0.77752,0.83739,0.41715,1.75415,0.83586,1.34989,0.0011395,0.0011395,0.0011395
181,4194.86,1.29,0.64501,1.11498,0.91057,0.78653,0.85213,0.41712,1.74956,0.82041,1.33825,0.00109,0.00109,0.00109
182,4216.53,1.31137,0.64817,1.12428,0.90206,0.76361,0.83968,0.41242,1.76099,0.83314,1.346,0.0010405,0.0010405,0.0010405
183,4238.3,1.28555,0.64182,1.10969,0.89417,0.77221,0.84311,0.41318,1.75391,0.82715,1.34083,0.000991,0.000991,0.000991
184,4265,1.29486,0.64307,1.10753,0.90212,0.77902,0.84871,0.41569,1.76004,0.82422,1.34244,0.0009415,0.0009415,0.0009415
185,4288.14,1.27429,0.63902,1.1085,0.8979,0.76853,0.84432,0.41506,1.75257,0.82722,1.34031,0.000892,0.000892,0.000892
186,4310.38,1.28694,0.64463,1.11319,0.85995,0.78223,0.83656,0.41682,1.7516,0.83965,1.34714,0.0008425,0.0008425,0.0008425
